信息来源,搜索条件,物料名称,产品分类,生产商,供应商,生产日期,批号,项目分类,检测项目,单位,检测结果,限量值,判定,发布单位,发布日期,备注
食品伙伴网,,拉缸盐海参20-30,水产及其制品-->水产加工品,/ ,霞浦野湾水产品有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,拉缸盐海参30-40,水产及其制品-->水产加工品,/ ,霞浦野湾水产品有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,即食海参,水产及其制品-->水产加工品,/ ,霞浦野湾水产品有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,拉缸盐海参,水产及其制品-->水产加工品,/ ,霞浦县益味水产品经营部 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,活鲈鱼,水产及其制品-->生鲜（冻）水产品,/ ,西安市新城区融盛鲜海鲜行 ,2022-01-14,,,恩诺沙星,,527μg/kg,≤100μg/kg,不合格,国内监督抽查(陕西市场监管局),2022-01-14,
食品伙伴网,,碳烤鱿鱼丝,水产及其制品-->水产加工品,经销商：连云港棠品食品有限公司；生产商：舟山恒冠食品有限公司 ,天猫棠品旗舰店 ,2022-01-15,,,N-二甲基亚硝胺,,9.74μg/kg,≤4.0μg/kg,不合格,国内监督抽查(国家市场监管总局),2022-01-15,
食品伙伴网,,白灼海参,水产及其制品-->水产加工品,/ ,霞浦县申隆贸易有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,拉缸盐海参,水产及其制品-->水产加工品,/ ,霞浦县申隆贸易有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,白灼海参,水产及其制品-->水产加工品,/ ,霞浦县今参有缘水产品商行 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,拉缸盐海参,水产及其制品-->水产加工品,/ ,霞浦县今参有缘水产品商行 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,拉缸盐海参,水产及其制品-->水产加工品,/ ,霞浦县味德浪中鲜食品有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,白煮海参,水产及其制品-->水产加工品,/ ,霞浦县味德浪中鲜食品有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,即食海参,水产及其制品-->水产加工品,/ ,霞浦县益味水产品经营部 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,即食海参,水产及其制品-->水产加工品,/ ,霞浦炎旭食品贸易有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,拉缸盐海参20-30头,水产及其制品-->水产加工品,/ ,霞浦炎旭食品贸易有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,拉缸盐海参30-40头,水产及其制品-->水产加工品,/ ,霞浦炎旭食品贸易有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,即食海参,水产及其制品-->水产加工品,/ ,霞浦县阿华水产品店 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,拉缸盐海参（20-30）,水产及其制品-->水产加工品,/ ,霞浦县海营食品商行 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,拉缸盐海参（10-20）,水产及其制品-->水产加工品,/ ,霞浦县海营食品商行 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,拉缸盐海参10-20,水产及其制品-->水产加工品,/ ,霞浦野湾水产品有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,拉缸盐海参,水产及其制品-->水产加工品,/ ,福建霞浦允中食品有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,大即食海参,水产及其制品-->水产加工品,/ ,福建省煜煌堂水产有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,小即食海参,水产及其制品-->水产加工品,/ ,福建省煜煌堂水产有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,拉缸盐海参,水产及其制品-->水产加工品,/ ,福建省煜煌堂水产有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,拉缸盐海参,水产及其制品-->水产加工品,/ ,霞浦县三环贸易有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,水发即食海参,水产及其制品-->水产加工品,/ ,霞浦县三环贸易有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,大花蛤,水产及其制品-->生鲜（冻）水产品,/ ,福建省绿洲超市有限公司莆田棠坡店 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,白文蛤,水产及其制品-->生鲜（冻）水产品,/ ,福建省绿洲超市有限公司莆田棠坡店 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,活鲈鱼,水产及其制品-->生鲜（冻）水产品,/ ,福建省绿洲超市有限公司莆田棠坡店 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,即食海参（泡发海参）,水产及其制品-->水产加工品,霞浦县参之润水产品商行 ,霞浦县参之润水产品商行 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,盐渍海参,水产及其制品-->水产加工品,霞浦县参之润水产品商行 ,霞浦县参之润水产品商行 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,即食海参,水产及其制品-->水产加工品,/ ,霞浦县松港黄建水产品经营部 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,毛蟹,水产及其制品-->生鲜（冻）水产品,/ ,政和县滩涂水产品商行 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,活龙胆鱼,水产及其制品-->生鲜（冻）水产品,/ ,福建省绿洲超市有限公司莆田龙桥店 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,白文蛤,水产及其制品-->生鲜（冻）水产品,/ ,福建省绿洲超市有限公司莆田龙桥店 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,冰鲜大带（海水鱼）,水产及其制品-->生鲜（冻）水产品,/ ,福建省绿洲超市有限公司莆田棠坡店 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,大鲍鱼,水产及其制品-->生鲜（冻）水产品,/ ,福建省绿洲超市有限公司莆田棠坡店 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,即食海参,水产及其制品-->水产加工品,/ ,霞浦县松港黄建水产品经营部 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,大鲜食海参,水产及其制品-->水产加工品,/ ,福建霞浦允中食品有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,小鲜食海参,水产及其制品-->水产加工品,/ ,福建霞浦允中食品有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,叶子鱼,水产及其制品-->生鲜（冻）水产品,/ ,莆田市涵江区曾献清海产摊 ,2022-01-14,,,,,,,合格,国内监督抽查(福建市场监管局),2022-01-14,
食品伙伴网,,食特吉安享鲜柴鸡蛋,蛋及蛋制品-->鲜蛋,涞源食特吉农业开发有限公司 ,北京每日优鲜电子商务有限公司 ,2022-01-14,,,,,,,合格,国内监督抽查(北京市场监管局),2022-01-14,
