信息来源,搜索条件,物料名称,产品分类,生产商,供应商,生产日期,批号,项目分类,检测项目,单位,检测结果,限量值,判定,发布单位,发布日期,备注
食品伙伴网,"大豆,黄豆",大豆（黄豆）,豆及豆制品-->黄豆,/ ,新兴县新城镇泽江食品商行 ,2021-02-09,,,,,,,合格,国内监督抽查(广东市场监管局),2021-02-09,
食品伙伴网,"大豆,黄豆",大豆（黄豆）,豆及豆制品-->黄豆,/ ,阳西县家艳日杂档 ,2021-02-09,,,,,,,合格,国内监督抽查(广东市场监管局),2021-02-09,
食品伙伴网,食用酒精,食用酒精,酒类-->其他类,冠县新瑞实业有限公司 ,冠县新瑞实业有限公司 ,2021-01-29,,,,,,,合格,国内监督抽查(山东市场监管局),2021-01-29,
食品伙伴网,糖浆,清净园玉米糖浆,淀粉及淀粉制品-->淀粉糖,大象株式会社 ,北京西亚陆西餐调料中心 ,2021-01-08,,,,,,,合格,国内监督抽查(北京市场监管局),2021-01-08,
食品伙伴网,糖浆,无蔗糖糖浆,淀粉及淀粉制品-->淀粉糖,禹城市坤阳糖业有限公司 ,烟台盛润食品原料有限公司 ,2021-01-25,,,,,,,合格,国内监督抽查(山东市场监管局),2021-01-25,
食品伙伴网,糖浆,葡萄糖浆,淀粉及淀粉制品-->淀粉糖,上海好成食品发展有限公司 ,上海好成食品发展有限公司 ,2021-02-24,,,,,,,合格,国内监督抽查(上海市场监管局),2021-02-24,
食品伙伴网,糖浆,果葡糖浆,淀粉及淀粉制品-->淀粉糖,上海好成食品发展有限公司 ,上海好成食品发展有限公司 ,2021-02-24,,,,,,,合格,国内监督抽查(上海市场监管局),2021-02-24,
食品伙伴网,糖浆,低聚异麦芽糖浆,淀粉及淀粉制品-->淀粉糖,上海好成食品发展有限公司 ,上海好成食品发展有限公司 ,2021-02-24,,,,,,,合格,国内监督抽查(上海市场监管局),2021-02-24,
食品伙伴网,生蚝,生蚝肉,水产及其制品-->生鲜（冻）水产品,/ ,海口秀英蔡和容水产摊 ,2021-01-08,,,,,,,合格,国内监督抽查(海南市场监管局),2021-01-08,
食品伙伴网,生蚝,生蚝,水产及其制品-->生鲜（冻）水产品,/ ,北京京怀物美商贸有限公司 ,2021-01-15,,,,,,,合格,国内监督抽查(北京市场监管局),2021-01-15,
食品伙伴网,生蚝,生蚝,水产及其制品-->生鲜（冻）水产品,/ ,台州市路桥区串意烧烤店 ,2021-02-24,,,,,,,合格,国内监督抽查(浙江市场监管局),2021-02-24,/
食品伙伴网,生蚝,生蚝,餐饮环节产品-->水产品,/ ,福州市仓山区渔博餐饮店 ,2021-02-26,,,氯霉素,μg/kg,1.45,不得检出,不合格,国内监督抽查(福建市场监管局),2021-02-26,原料
食品伙伴网,生蚝,生蚝,水产及其制品-->生鲜（冻）水产品,/ ,北京鸿锦餐饮有限公司光彩路店 ,2021-02-26,,,,,,,合格,国内监督抽查(北京市场监管局),2021-02-26,
食品伙伴网,贝类,白文蛤（活贝类）,水产及其制品-->生鲜（冻）水产品,/ ,福建省绿洲超市有限公司莆田龙桥店 ,2021-02-05,,,,,,,合格,国内监督抽查(福建市场监管局),2021-02-05,
食品伙伴网,贝类,花蛤（活贝类）,水产及其制品-->生鲜（冻）水产品,/ ,福建永辉超市有限公司莆田市仙游安特豪景园店 ,2021-02-05,,,,,,,合格,国内监督抽查(福建市场监管局),2021-02-05,
食品伙伴网,贝类,美国贝（活贝类）,水产及其制品-->生鲜（冻）水产品,/ ,福州家乐福商业有限公司宝龙店 ,2021-02-05,,,,,,,合格,国内监督抽查(福建市场监管局),2021-02-05,
食品伙伴网,贝类,花蛤（活贝类）,水产及其制品-->生鲜（冻）水产品,/ ,闽侯县城关茂秋海产摊 ,2021-02-05,,,,,,,合格,国内监督抽查(福建市场监管局),2021-02-05,
食品伙伴网,贝类,花蛤(贝类),水产及其制品-->生鲜（冻）水产品,/ ,冯本根个体工商户 ,2021-02-09,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-02-09,
食安通,小麦、小麦粉,小麦酒49%vol,,姚安县陈红保商店,,2020-10-06,,,甜蜜素（以环己基氨基磺酸计）（不得使用）,,0.00133g/kg,,不合格,国内监督抽查(云南省市场监督管理局),2021-01-29,
食安通,小麦、小麦粉,小麦酒50%vol,,姚安县张老表纯粮酒坊,,2020-10-25,,,甜蜜素（以环己基氨基磺酸计）（不得使用）,,0.000600g/kg,,不合格,国内监督抽查(云南省市场监督管理局),2021-01-29,
食安通,小麦、小麦粉,小麦芹,,/,,2020-09-21（购进日期）,,,甲拌磷（≤0.01mg/kg）,,0.12mg/kg,,不合格,国内监督抽查(陕西省市场监督管理局),2021-03-01,
食安通,小麦、小麦粉,小麦淀粉调制鲜湿米粉,,环江谭家米粉加工厂,,2020-06-12,,,二氧化硫残留量（不得使用）,,0.074g/kg,,不合格,国内监督抽查(广西壮族自治区市场监督管理局),2021-02-25,
食安通,小麦、小麦粉,食用小麦淀粉调制鲜湿米粉,,防城港市港口区益膳食品厂,,2020-10-23,,,脱氢乙酸及其钠盐(以脱氢乙酸计)（不得使用）,,0.0924g/kg,,不合格,国内监督抽查(广西壮族自治区市场监督管理局),2021-02-18,
食安通,小麦、小麦粉,生粉（小麦淀粉）,,/,,2020.08.15,,,霉菌和酵母（≤103(CFU/g)）,,2.9×103(CFU/g),,不合格,国内监督抽查(深圳市市场监督管理局),2021-02-05,
食安通,大豆,学者牌红曲大豆异黄酮片,,深圳学者生物有限公司,,批号J201001,,,桔青霉素（50μg/kg）,,1.2×102μg/kg,,不合格,国内监督抽查(广东省市场监督管理局),2021-02-02,
食安通,大豆,笨榨大豆油,,长春市嘉冠油脂有限公司,,2020-09-15,,,溶剂残留量（不得检出）,,17.8mg/kg,,不合格,国内监督抽查(黑龙江省市场监督管理局),2021-02-02,
食安通,大豆,大豆油,,吉林省吉地良田粮油经销有限公司,,2020-04-17,,,溶剂残留量（≤20mg/kg）,,25.1mg/kg,,不合格,国内监督抽查(黑龙江省市场监督管理局),2021-02-02,
食安通,黄豆,黄豆芽,,/,,2020-08-25,,,6-苄基腺嘌呤(6-BA)（不得检出）,,89.52μg/kg,,不合格,国内监督抽查(山东省市场监督管理局),2021-03-01,
食安通,黄豆,黄豆芽,,/,,2020-10-18（购进日期）,,,6-苄基腺嘌呤(6-BA)（不得使用）,,13.2μg/kg,,不合格,国内监督抽查(陕西省市场监督管理局),2021-02-23,
食安通,黄豆,黄豆芽,,/,,2020-10-18（购进日期）,,,6-苄基腺嘌呤(6-BA)（不得使用）,,35.2μg/kg,,不合格,国内监督抽查(陕西省市场监督管理局),2021-02-23,
食安通,黄豆,小黄豆芽,,/,,2020-11-18（购进日期）,,,6-苄基腺嘌呤(6-BA)（不得使用）,,104μg/kg,,不合格,国内监督抽查(陕西省市场监督管理局),2021-02-23,
食安通,黄豆,黄豆芽,,/,,2020-09-01,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,163μg/kg,,不合格,国内监督抽查(山东省市场监督管理局),2021-02-19,
食安通,黄豆,黄豆芽,,/,,/,,,6-苄基腺嘌呤(6-BA)（不得检出）;4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,198μg/kg;262μg/kg,,不合格,国内监督抽查(新疆维吾尔自治区市场监督管理局),2021-02-19,
食安通,黄豆,黄豆芽,,/,,/,,,6-苄基腺嘌呤(6-BA)（不得检出）,,45.4μg/kg,,不合格,国内监督抽查(新疆维吾尔自治区市场监督管理局),2021-02-19,
食安通,黄豆,黄豆芽,,/,,2020-11-11,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,0.202mg/kg,,不合格,国内监督抽查(云南省市场监督管理局),2021-02-19,
食安通,黄豆,黄豆芽,,/,,2020-11-11,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,0.277mg/kg,,不合格,国内监督抽查(云南省市场监督管理局),2021-02-19,
食安通,黄豆,黄豆芽,,/,,2020-09-09,,,6-苄基腺嘌呤(6-BA)（不得检出）,,34.3μg/kg,,不合格,国内监督抽查(安徽省市场监督管理局),2021-02-10,
食安通,黄豆,黄豆芽,,北京顺鑫华顺源农业科技发展有限公司,,20200706,,,6-苄基腺嘌呤(6-BA)(mg/kg)（不得检出）,,0.0157,,不合格,国内监督抽查(北京市市场监督管理局),2021-02-10,
食安通,黄豆,黄豆芽,,/,,2020-12-12,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,215μg/kg,,不合格,国内监督抽查(广东省市场监督管理局),2021-02-09,
食安通,黄豆,黄豆芽,,/,,20201123,,,6-苄基腺嘌呤(6-BA)(mg/kg)（不得检出）,,0.0439,,不合格,国内监督抽查(北京市市场监督管理局),2021-02-08,
食安通,黄豆,玉龙黄豆酱油,,大足区玉龙酿造厂,,2020-03-05,,,氨基酸态氮(以氮计)（≥0.40g/100mL）,,0.21g/100mL,,不合格,国内监督抽查(重庆市市场监督管理局),2021-02-07,
食安通,黄豆,黄豆芽,,/,,/,,,6-苄基腺嘌呤(6-BA)（不得检出）,,290μg/kg,,不合格,国内监督抽查(新疆维吾尔自治区市场监督管理局),2021-02-07,
食安通,黄豆,黄豆芽,,/,,/,,,6-苄基腺嘌呤(6-BA)（不得检出）,,108μg/kg,,不合格,国内监督抽查(新疆维吾尔自治区市场监督管理局),2021-02-07,
食安通,黄豆,黄豆芽,,集宁区绿丰食品加工园唐静豆芽加工房,,2020-11-29,,,6-苄基腺嘌呤(6-BA)（不得检出）,,0.0270mg/kg,,不合格,国内监督抽查(内蒙古自治区市场监督管理局),2021-02-07,
食安通,黄豆,黄豆芽,,郸城县久鸿农贸市场,,/,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）;6-苄基腺嘌呤(6-BA)（不得检出）,,114μg/kg;11.6μg/kg,,不合格,国内监督抽查(河南省市场监督管理局),2021-02-03,
食安通,黄豆,黄豆芽,,/,,20201028,,,6-苄基腺嘌呤(6-BA)(mg/kg)（不得检出）,,0.0222,,不合格,国内监督抽查(北京市市场监督管理局),2021-02-03,
食安通,黄豆,黄豆芽,,内蒙古伊景禾农牧业科技有限公司,,2020-12-21,,,6-苄基腺嘌呤(6-BA)（不得检出）,,0.412mg/kg,,不合格,国内监督抽查(内蒙古自治区市场监督管理局),2021-02-01,
食安通,白砂糖,白砂糖,,西安攀峰顺达商贸有限公司,,2019-11-13,,,色值（≤150IU）,,171IU,,不合格,国内监督抽查(山西省市场监督管理局),2021-02-25,
食安通,白砂糖,细白砂糖,,中山市金迪潮食品有限公司,,2020-10-23,,,色值（≤150IU）,,165IU,,不合格,国内监督抽查(广东省市场监督管理局),2021-02-07,
食安通,味精,红梅大师傅味精,,沈阳红梅食品有限公司,,20200318,,,谷氨酸钠(%)（≥99.0）,,71.9,,不合格,国内监督抽查(北京市市场监督管理局),2021-02-05,
食安通,淀粉,小麦淀粉调制鲜湿米粉,,环江谭家米粉加工厂,,2020-06-12,,,二氧化硫残留量（不得使用）,,0.074g/kg,,不合格,国内监督抽查(广西壮族自治区市场监督管理局),2021-02-25,
食安通,淀粉,喀什粉条(淀粉制品),,喀什市启顺农副产品农民专业合作社,,2020-09-14/2020年09月14日,,,铝的残留量(干样品，以Al计)（≤200mg/kg）,,375mg/kg,,不合格,国内监督抽查(新疆维吾尔自治区市场监督管理局),2021-02-19,
食安通,淀粉,食用小麦淀粉调制鲜湿米粉,,防城港市港口区益膳食品厂,,2020-10-23,,,脱氢乙酸及其钠盐(以脱氢乙酸计)（不得使用）,,0.0924g/kg,,不合格,国内监督抽查(广西壮族自治区市场监督管理局),2021-02-18,
食安通,淀粉,木薯淀粉,,佛山市尚谷食品有限公司（分装）,,2020-05-03,,,"菌落总数（n=5,c=2,m=104,M=105）",,1.8×104;1.7×104;1.6×104;1.1×104;1.7×104CFU/g,,不合格,国内监督抽查(广东省市场监督管理局),2021-02-07,
食安通,淀粉,生粉（小麦淀粉）,,/,,2020.08.15,,,霉菌和酵母（≤103(CFU/g)）,,2.9×103(CFU/g),,不合格,国内监督抽查(深圳市市场监督管理局),2021-02-05,
食安通,芝麻油,黑芝麻油,,洛阳市发群调味品有限公司,,2020-04-10,,,乙基麦芽酚（不得使用）,,2.94×103μg/kg,,不合格,国内监督抽查(河南省市场监督管理局),2021-02-23,
食安通,芝麻油,纯芝麻油,,含山县正隆油脂有限公司,,2020-02-22,,,乙基麦芽酚（不得使用）,,1.32×103μg/kg,,不合格,国内监督抽查(江苏省市场监督管理局),2021-02-03,
食品伙伴网,大蒜,大蒜,蔬菜及其制品-->鲜菜,/ ,牡丹江龙江好日子阳阳商贸有限公司大树分店 ,2021-01-21,,,,,,,合格,国内监督抽查(黑龙江市场监管局),2021-01-21,
食品伙伴网,大蒜,大蒜,蔬菜及其制品-->鲜菜,/ ,次坞农贸市场诸暨市次坞俞伟罗蔬菜摊 ,2021-01-29,,,,,,,合格,国内监督抽查(浙江市场监管局),2021-01-29,/
