信息来源,搜索条件,物料名称,产品分类,生产商,供应商,生产日期,批号,项目分类,检测项目,单位,检测结果,限量值,判定,发布单位,发布日期,备注
食安通,大豆,压榨大豆油,,四平宏宝莱油脂有限公司,,2021-01-02,,,过氧化值（≤0.25g/100g）,,原检值0.38g/100g，复检值0.37g/100g,,不合格,国内监督抽查(吉林省市场监督管理厅),2021-06-15,
食安通,大豆,梅菜扣肉味（大豆制品）,,潮州市潮安区汕榕园食品有限公司,,2019-10-20,,,苯甲酸及其钠盐(以苯甲酸计)（不得使用）;山梨酸及其钾盐(以山梨酸计)（≤1.0g/kg）,,1.45g/kg;1.10g/kg,,不合格,国内监督抽查(山东省市场监督管理局),2021-06-15,
食安通,黄豆,黄豆,,/,,2021-03-02,,,霉变粒（≤1.0(％)）;色泽，气味（具有正常粮食的色泽，气味）,,1.3(％);主体呈黄灰色，部分颗粒呈褐色，具有明显泥土气味,,不合格,国内监督抽查(深圳市市场监督管理局),2021-06-30,
食安通,黄豆,黄豆芽,,/,,2021-03-23,,,6-苄基腺嘌呤（6-BA）（不得检出）,,30.4μg/kg,,不合格,国内监督抽查(海南省市场监督管理局),2021-06-24,
食安通,黄豆,黄豆,,洮南市刘老三杂粮杂豆种植专业合作社,,2020-06-07,,,标注,,不合格,,不合格,国内监督抽查(上海市市场监督管理局),2021-06-22,
食安通,黄豆,黄豆芽,,/,,2021-03-25,,,6-苄基腺嘌呤（6-BA）（不得检出）,,86.6ug/kg,,不合格,国内监督抽查(海南省市场监督管理局),2021-06-16,
食安通,黄豆,黄豆芽,,/,,2021-03-24,,,4-氯苯氧乙酸钠（以4-氯苯氧乙酸计）（不得检出）,,222ug/kg,,不合格,国内监督抽查(海南省市场监督管理局),2021-06-16,
食安通,白砂糖,白砂糖,,广州市百仁食品有限公司,,2020-11-01,,,色值（≤240IU）,,271IU,,不合格,国内监督抽查(广东省市场监督管理局),2021-06-22,
食安通,淀粉,食用红薯淀粉（分装）,,乐陵市益民调味食品有限公司,,2020-09-24,,,霉菌和酵母（≤103(CFU/g)）,,1.5×103(CFU/g),,不合格,国内监督抽查(深圳市市场监督管理局),2021-06-30,
食安通,淀粉,甜森马铃薯淀粉,,哈尔滨森荣食品有限公司,,2021-01-14,,,"菌落总数（n=5,c=2,m=10000,M=100000CFU/g）;大肠菌群（n=5,c=2,m=100,M=1000CFU/g）",,"4.6×104,8.3×103,4.5×103,3.6×104,4.4×104CFU/g;9.0×103,8.6×102,5.2×102,4.6×103,4.6×103CFU/g",,不合格,国内监督抽查(黑龙江省市场监督管理局),2021-06-18,
食安通,芝麻油,纯芝麻油,,马鞍山市晏家食品有限公司,,2021-02-01,,,乙基麦芽酚（不得使用）,,30.0μg/kg,,不合格,国内监督抽查(安徽省市场监督管理局),2021-06-23,
食安通,芝麻油,黑纯芝麻油（汪德荣）,,合肥市金乡味工贸有限责任公司,,2020-05-02,,,净含量,,不合格,,不合格,国内监督抽查(上海市市场监督管理局),2021-06-22,
食安通,芝麻油,黑芝麻油（福达坊）,,生产商：武汉福达食用油调料有限公司黄金口都市工业园分公司,,2020-07-07,,,净含量,,不合格,,不合格,国内监督抽查(上海市市场监督管理局),2021-06-22,
食安通,芝麻油,纯芝麻油,,经销商：江苏省常熟市来阿哥食品贸易有限公司；制造商：含山县徽香园食品有限公司,,2019-07-20,,,乙基麦芽酚（食品安全国家标准：不得使用）,,2.94×103μg/kg,,不合格,国内监督抽查(国家市场监督管理总局),2021-06-11,
食安通,陈醋,清河陈醋(酿造食醋),,黑龙江红兴隆农垦小清河雁乡酱醋有限公司,,2020-12-08,,,不挥发酸(以乳酸计)（≥0.50g/100mL）,,0.11g/100mL,,不合格,国内监督抽查(黑龙江省市场监督管理局),2021-06-30,
