信息来源,搜索条件,物料名称,产品分类,生产商,供应商,生产日期,批号,项目分类,检测项目,单位,检测结果,限量值,判定,发布单位,发布日期,备注
食安通,小麦、小麦粉,雪花粉（小麦粉）,,郸城县永达粉业有限公司,,2020-08-14,,,过氧化苯甲酰（不得添加）,,0.045g/kg,,不合格,国内监督抽查(安徽省市场监督管理局),2021-04-14,
食安通,贝类,指甲贝（贝类）,,供应商：昆明市官渡区海辉海产品经营部,,/,,,孔雀石绿（不得检出）,,1.95μg/kg,,不合格,国内监督抽查(国家市场监督管理总局),2021-04-02,
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,赤峰众益糖业有限公司 ,北京扬名餐饮管理有限公司 ,2021-04-02,,,,,,,合格,国内监督抽查(北京市场监管局),2021-04-02,
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,北京金众源食品有限公司 ,北京京海棠品味鱼餐饮有限公司 ,2021-04-02,,,,,,,合格,国内监督抽查(北京市场监管局),2021-04-02,
食品伙伴网,白砂糖,优级白砂糖,食糖-->白糖,江西巧嫂食品有限公司 ,郑州秀味之约商贸有限公司 ,2021-04-07,,,,,,,合格,国内监督抽查(河南市场监管局),2021-04-07,
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,重庆岚波食品有限责任公司 ,重庆谊品弘渝科技有限公司名流印象分公司 ,2021-04-07,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-07,
食品伙伴网,淀粉,红薯粉条（淀粉制品）,淀粉及淀粉制品-->淀粉制品,四川宇豪食品有限公司 ,潼南区玉溪镇梁从海副食店 ,2021-04-12,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-12,
食品伙伴网,淀粉,珈宜珈火锅川粉（淀粉制品）,淀粉及淀粉制品-->淀粉制品,四川福美源食品有限公司 ,潼南区董碧英副食品经营部 ,2021-04-12,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-12,
食品伙伴网,淀粉,粉丝(淀粉制品),淀粉及淀粉制品-->淀粉制品,/ ,潼南区唐斌便利店 ,2021-04-12,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-12,
食品伙伴网,淀粉,红薯淀粉,淀粉及淀粉制品-->淀粉,重庆市沁心食品有限公司 ,重庆永辉超市有限公司江北区建新东路分公司 ,2021-04-07,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-07,
食品伙伴网,淀粉,水晶粉条（马铃薯淀粉）,淀粉及淀粉制品-->淀粉制品,重庆金田农业集团有限公司 ,德清县武康街道泰源商贸中心王明秀摊位 ,2021-04-09,,,,,,,合格,国内监督抽查(浙江市场监管局),2021-04-09,/
食品伙伴网,淀粉,鲜苕皮（淀粉制品）,淀粉及淀粉制品-->淀粉制品,重庆市美通食品有限公司 ,潼南区旺鑫食品店 ,2021-04-12,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-12,
食品伙伴网,味精,国泰味精,调味品-->味精,四川国莎实业有限公司 ,南岸区十分利正辉食品店 ,2021-04-01,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-01,
食品伙伴网,味精,国泰味精,调味品-->味精,四川国莎实业有限公司 ,包华 ,2021-04-01,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-01,
食品伙伴网,味精,食味鲜味精99%,调味品-->味精,重庆三不加食品有限公司（分装） ,南岸区廖翔食品店 ,2021-04-01,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-01,
食品伙伴网,味精,国泰味精,调味品-->味精,四川国莎实业有限公司 ,重庆市永川区第十二中学校 ,2021-04-01,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-01,
食品伙伴网,味精,菱花牌味精,调味品-->味精,梁山菱花生物科技有限公司 ,青岛崂山第一商场 ,2021-04-07,,,,,,,合格,国内监督抽查(山东市场监管局),2021-04-07,
食品伙伴网,味精,国泰味精,调味品-->味精,四川国莎实业有限公司 ,合川区乐购家园清平购物中心 ,2021-04-07,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-07,
食品伙伴网,味精,味精,调味品-->味精,内蒙古阜丰生物科技有限公司 ,北京京川人家酒楼 ,2021-04-09,,,,,,,合格,国内监督抽查(北京市场监管局),2021-04-09,
食品伙伴网,味精,味精,调味品-->味精,梁山菱花生物科技有限公司 ,麦德龙商业集团有限公司天津红桥商场 ,2021-04-12,,,,,,,合格,国内监督抽查(天津市市场监管委员会),2021-04-12,/
食品伙伴网,大蒜,大蒜,蔬菜及其制品-->鲜菜,/ ,石柱土家族自治县君香副食店 ,2021-04-01,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-01,
食品伙伴网,大蒜,大蒜,蔬菜及其制品-->鲜菜,/ ,重庆市永川区第十二中学校 ,2021-04-01,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-01,
食品伙伴网,陈醋,山西陈醋（酿造食醋）,调味品-->食醋,山西清徐进财醋业有限公司 ,铁岭县熊官屯乡宏利自选商店 ,2021-04-02,,,,,,,合格,国内监督抽查(辽宁市场监管局),2021-04-02,
食品伙伴网,陈醋,高桥陈醋,调味品-->食醋,葫芦岛市高桥陈醋厂 ,连山区化工街小黄蚁超市 ,2021-04-02,,,,,,,合格,国内监督抽查(辽宁市场监管局),2021-04-02,
食品伙伴网,陈醋,紫林老陈醋,调味品-->食醋,山西紫林醋业股份有限公司 ,中兴_沈阳商业大厦（集团）股份有限公司中兴超市大东店 ,2021-04-02,,,,,,,合格,国内监督抽查(辽宁市场监管局),2021-04-02,
食品伙伴网,陈醋,紫林陈醋 食醋,调味品-->食醋,山西紫林醋业股份有限公司 ,寒亭区中联亿家超市 ,2021-04-07,,,,,,,合格,国内监督抽查(山东市场监管局),2021-04-07,
食品伙伴网,陈醋,来福老陈醋(酿造食醋),调味品-->食醋,山西来福老陈醋股份有限公司　 ,重庆市长寿区你我他商贸连锁有限公司维多利亚店 ,2021-04-07,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-07,
食品伙伴网,陈醋,山西陈醋(酿造食醋),调味品-->食醋,山西梗阳湖醋业有限公司 ,邹欣林 ,2021-04-07,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-07,
食品伙伴网,陈醋,水塔陈醋（酿造食醋）,调味品-->食醋,山西水塔醋业股份有限公司 ,北京苏帮顺祥餐饮有限公司 ,2021-04-09,,,,,,,合格,国内监督抽查(北京市场监管局),2021-04-09,
食品伙伴网,陈醋,原味东湖老陈醋(酿造食醋),调味品-->食醋,山西福源昌老陈醋有限公司 ,荣昌区双河街道福万家超市 ,2021-04-12,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-12,
食品伙伴网,生蚝,生蚝（大）,水产及其制品-->生鲜（冻）水产品,/ ,北京粹香蛙餐饮有限公司 ,2021-04-02,,,,,,,合格,国内监督抽查(北京市场监管局),2021-04-02,
食品伙伴网,生蚝,生蚝（小）,水产及其制品-->生鲜（冻）水产品,/ ,北京粹香蛙餐饮有限公司 ,2021-04-02,,,,,,,合格,国内监督抽查(北京市场监管局),2021-04-02,
食品伙伴网,生蚝,生蚝,水产及其制品-->生鲜（冻）水产品,/ ,北京丰茂餐饮有限公司 ,2021-04-02,,,,,,,合格,国内监督抽查(北京市场监管局),2021-04-02,
食品伙伴网,贝类,指甲贝（贝类）,水产及其制品-->生鲜（冻）水产品,供应商：昆明市官渡区海辉海产品经营部 ,红塔区佰海水产品经营部 ,2021-04-02,,,孔雀石绿,,1.95μg/kg,不得检出,不合格,国内监督抽查(国家市场监管总局),2021-04-02,
食品伙伴网,贝类,毛蚶（贝类）,水产及其制品-->生鲜（冻）水产品,/ ,辽宁地利生鲜农产品企业管理有限公司铁岭县泰山路店 ,2021-04-02,,,,,,,合格,国内监督抽查(辽宁市场监管局),2021-04-02,
食品伙伴网,贝类,小扇贝（贝类）,水产及其制品-->生鲜（冻）水产品,/ ,辽宁地利生鲜农产品企业管理有限公司铁岭县泰山路店 ,2021-04-02,,,,,,,合格,国内监督抽查(辽宁市场监管局),2021-04-02,
食品伙伴网,贝类,花蚬子（贝类）,水产及其制品-->生鲜（冻）水产品,/ ,辽宁地利生鲜农产品企业管理有限公司将军街店 ,2021-04-02,,,,,,,合格,国内监督抽查(辽宁市场监管局),2021-04-02,
食品伙伴网,贝类,毛蚶（贝类）,水产及其制品-->生鲜（冻）水产品,/ ,辽宁地利生鲜农产品企业管理有限公司将军街店 ,2021-04-02,,,,,,,合格,国内监督抽查(辽宁市场监管局),2021-04-02,
食品伙伴网,贝类,鲍鱼（贝类）,水产及其制品-->生鲜（冻）水产品,供应商：宝汇水产（广州店） ,广州市从化江埔定哥水产品店 ,2021-04-07,,,,,,,合格,国内监督抽查(广东市场监管局),2021-04-07,
食品伙伴网,贝类,鲍鱼（贝类）,水产及其制品-->生鲜（冻）水产品,供应商：宝汇水产（广州店） ,广州市从化江埔黎江水产品店 ,2021-04-07,,,,,,,合格,国内监督抽查(广东市场监管局),2021-04-07,
食品伙伴网,贝类,花甲（贝类）,水产及其制品-->生鲜（冻）水产品,供应商：昆明市官渡区海辉海产品经营部 ,红塔区佰海水产品经营部 ,2021-04-19,,,孔雀石绿,,5.36μg/kg,不得检出,不合格,国内监督抽查(国家市场监管总局),2021-04-19,贝类
食安通,大豆,海伦城大豆油,,海伦市鸿润粮油加工有限公司,,2020-10-10,,,苯并[a]芘（≤10μg/kg）,,20.8μg/kg,,不合格,国内监督抽查(黑龙江省市场监督管理局),2021-04-29,
食安通,黄豆,黄豆芽,,/,,20201111,,,6-苄基腺嘌呤(6-BA)(mg/kg)（不得检出）,,0.0923,,不合格,国内监督抽查(北京市市场监督管理局),2021-04-30,
食安通,黄豆,黄豆芽,,/,,/,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,85.1μg/kg,,不合格,国内监督抽查(重庆市市场监督管理局),2021-04-30,
食安通,黄豆,黄豆芽,,/,,/,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,77.1μg/kg,,不合格,国内监督抽查(重庆市市场监督管理局),2021-04-27,
食安通,黄豆,黄豆芽,,/,,2020-09-14（购进日期）,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得使用）,,17.0μg/kg,,不合格,国内监督抽查(重庆市市场监督管理局),2021-04-27,
食安通,黄豆,小黄豆芽,,/,,2020-11-13（购进日期）,,,6-苄基腺嘌呤(6-BA)（不得使用）,,29.0μg/kg,,不合格,国内监督抽查(陕西省市场监督管理局),2021-04-27,
食安通,黄豆,长黄豆芽,,/,,2020-11-19（购进日期）,,,6-苄基腺嘌呤(6-BA)（不得使用）,,68.5μg/kg,,不合格,国内监督抽查(陕西省市场监督管理局),2021-04-27,
食安通,黄豆,黄豆芽,,/,,2020-11-17（购进日期）,,,6-苄基腺嘌呤(6-BA)（不得使用）,,226μg/kg,,不合格,国内监督抽查(陕西省市场监督管理局),2021-04-27,
食安通,黄豆,黄豆芽,,/,,2020-09-09,,,1.4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）;2.6-苄基腺嘌呤(6-BA)（不得检出）,,21.0μg/kg;27.8μg/kg,,不合格,国内监督抽查(安徽省市场监督管理局),2021-04-14,
食安通,黄豆,黄豆芽,,/,,2020-11-19（购进日期）,,,6-苄基腺嘌呤(6-BA)（不得使用）,,87.0μg/kg,,不合格,国内监督抽查(陕西省市场监督管理局),2021-04-14,
食安通,黄豆,短黄豆芽,,/,,2020-11-19（购进日期）,,,6-苄基腺嘌呤(6-BA)（不得使用）,,63.2μg/kg,,不合格,国内监督抽查(陕西省市场监督管理局),2021-04-14,
食安通,黄豆,黄豆芽,,/,,2020-11-26,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,0.0252mg/kg,,不合格,国内监督抽查(云南省市场监督管理局),2021-04-12,
食安通,黄豆,黄豆芽,,/,,2020-11-24,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,0.0188mg/kg,,不合格,国内监督抽查(云南省市场监督管理局),2021-04-12,
食安通,黄豆,黄豆芽,,/,,20201025,,,6-苄基腺嘌呤(6-BA)(mg/kg)（不得检出）,,0.0364,,不合格,国内监督抽查(北京市市场监督管理局),2021-04-09,
食安通,黄豆,黄豆芽,,/,,2020-09-25,,,6-苄基腺嘌呤(6-BA)（不得检出）,,34.4μg/kg,,不合格,国内监督抽查(浙江省市场监督管理局),2021-04-09,
食安通,黄豆,黄豆芽,,/,,2020-09-17,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,53.5mg/kg,,不合格,国内监督抽查(辽宁省市场监督管理局),2021-04-02,
食安通,黄豆,北京风味黄豆酱油,,东港市富泉食品酿造厂,,2020-04-21,,,"菌落总数（n=5,c=2,m=5×103,M=5×104CFU/mL）",,6.2×103，7.8×104，6.1×103，4.2×103，1.1×104CFU/mL,,不合格,国内监督抽查(辽宁省市场监督管理局),2021-04-02,
食安通,黄豆,黄豆芽（长）,,/,,2020-09-16,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,31.2mg/kg,,不合格,国内监督抽查(辽宁省市场监督管理局),2021-04-02,
食安通,黄豆,黄豆芽,,/,,20201104,,,6-苄基腺嘌呤(6-BA)(mg/kg)（不得检出）,,0.0110,,不合格,国内监督抽查(北京市市场监督管理局),2021-04-02,
食安通,黄豆,黄豆芽,,/,,购进日期2020/10/22,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,0.194mg/kg,,不合格,国内监督抽查(四川省市场监督管理局),2021-04-01,
食安通,黄豆,黄豆芽,,/,,2020-11-20,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,0.0825mg/kg,,不合格,国内监督抽查(云南省市场监督管理局),2021-04-01,
食安通,黄豆,黄豆芽,,/,,2020-11-24,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,0.0645mg/kg,,不合格,国内监督抽查(云南省市场监督管理局),2021-04-01,
食安通,黄豆,黄豆芽,,/,,2020-11-24,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,0.174mg/kg,,不合格,国内监督抽查(云南省市场监督管理局),2021-04-01,
食安通,芝麻油,黑芝麻油（芝麻油）,,重庆绿态油脂有限公司,,2020-06-20,,,乙基麦芽酚（不得使用）,,150μg/kg,,不合格,国内监督抽查(重庆市市场监督管理局),2021-04-30,
食安通,芝麻油,纯芝麻油,,四川省黎红杉食品有限公司,,2019-11-27,,,乙基麦芽酚（不得使用）,,432μg/kg,,不合格,国内监督抽查(重庆市市场监督管理局),2021-04-12,
食安通,芝麻油,纯黑芝麻油,,彭水县协伟食品加工厂,,2020-04-03,,,乙基麦芽酚（不得使用）,,3.98×103μg/kg,,不合格,国内监督抽查(重庆市市场监督管理局),2021-04-01,
食安通,芝麻油,纯芝麻油,,彭水县协伟食品加工厂,,2020-04-08,,,乙基麦芽酚（不得使用）,,1.20×103μg/kg,,不合格,国内监督抽查(重庆市市场监督管理局),2021-04-01,
食品伙伴网,"小麦粉,小麦",信誉楼小麦粉(旱麦颗粒粉),粮食及其制品-->小麦粉,黄骅市天宝面粉有限公司 ,清河县信誉楼百货有限公司 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",瑞雪雪花粉(小麦粉),粮食及其制品-->小麦粉,内蒙古兆丰食为天面粉有限公司 ,河北保龙仓家乐福商业有限公司留营店 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",小麦粉,粮食及其制品-->小麦粉,赵县诚和顺面业有限公司 ,赵县诚和顺面业有限公司 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",小麦粉（家用小麦粉）,粮食及其制品-->小麦粉,邢台金沙河面业有限责任公司 ,石家庄市井陉矿区国凡超市有限公司 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",小麦粉(林中虎颗粒粉),粮食及其制品-->小麦粉,河北春福面业有限责任公司 ,石家庄高新区天阳超市便利店 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",小麦粉(通用),粮食及其制品-->小麦粉,石家庄市藁城区立峰面业有限公司 ,石家庄高新区天阳超市便利店 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",小麦粉,粮食及其制品-->小麦粉,赵县赵州桥粮油食品购销有限公司 ,北国商城股份有限公司鹿泉秀水店 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",五得利五星特精高筋小麦粉,粮食及其制品-->小麦粉,五得利集团邯郸面粉有限公司 ,五得利集团邯郸面粉有限公司 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",五得利雪晶小麦粉,粮食及其制品-->小麦粉,五得利集团邯郸面粉有限公司 ,五得利集团邯郸面粉有限公司 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",五得利三星富强高筋小麦粉,粮食及其制品-->小麦粉,五得利集团邯郸面粉有限公司 ,五得利集团邯郸面粉有限公司 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",雪花粉（小麦粉）,粮食及其制品-->小麦粉,郸城县永达粉业有限公司 ,霍邱县城关镇三里超市 ,2021-04-14,,,过氧化苯甲酰,,0.045g/kg,不得添加,不合格,国内监督抽查(安徽市场监管局),2021-04-14,
食品伙伴网,"小麦粉,小麦",高筋小麦粉,粮食及其制品-->小麦粉,深州市广安面粉有限公司 ,衡水悦华超市有限公司 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",小麦粉(高筋富强粉),粮食及其制品-->小麦粉,宁晋县泽天面粉厂 ,宁晋县祥晶雪粮油店 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",小麦粉(超级雪花粉),粮食及其制品-->小麦粉,宁晋县泽天面粉厂 ,宁晋县祥晶雪粮油店 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",小麦粉,粮食及其制品-->小麦粉,华龙农庄面粉保定有限公司 ,保定市徐水区鑫旺福购物超市 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",饺子用小麦粉,粮食及其制品-->小麦粉,邢台金沙河面业有限责任公司（B） 　 ,邢台家乐园天一商贸有限公司清河分公司 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
食品伙伴网,"小麦粉,小麦",高筋小麦粉（富强高筋小麦粉）,粮食及其制品-->小麦粉,邢台金沙河面业有限责任公司（B） 　 ,邢台家乐园天一商贸有限公司清河分公司 ,2021-04-13,,,,,,,合格,国内监督抽查(河北市场监管局),2021-04-13,
