信息来源,搜索条件,物料名称,产品分类,生产商,供应商,生产日期,批号,项目分类,检测项目,单位,检测结果,限量值,判定,发布单位,发布日期,备注
食品伙伴网,,百肉香(膏体状),食品添加剂-->食品添加剂,青岛金百合调味香料有限公司 ,肥城市武记干货批发中心 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,烧饼伴侣馒头改良剂（烧饼专用）,食品添加剂-->食品添加剂,安琪酵母股份有限公司 ,沂水县千百汇食品添加剂总汇 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,复配小麦粉稳定剂,食品添加剂-->食品添加剂,河南瑞之琪食品有限公司 ,沂水县千百汇食品添加剂总汇 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,香蕉油香精,食品添加剂-->食品添加剂,连云港惠源食品配料有限公司 ,沂水县千百汇食品添加剂总汇 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,牛肉香精(拌合型粉末）,食品添加剂-->食品添加剂,青岛海润隆食品添加剂有限公司 ,济宁市腾飞食品添加剂有限责任公司 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,食品添加剂明胶,食品添加剂-->食品添加剂,山东汶泽生物科技有限公司 ,泰安市科宇商贸有限公司 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,鸡肉骨精膏,食品添加剂-->食品添加剂,平度市高泰克食品配料厂 ,东营区诚信食品销售部 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,鸡肉香精(拌和型粉末),食品添加剂-->食品添加剂,青岛瑞可莱食品配料有限公司 ,平度市天然香食品店 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,猪肉香精(拌和型粉末),食品添加剂-->食品添加剂,青岛瑞可莱食品配料有限公司 ,平度市天然香食品店 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,复配肉制品增稠剂(滚揉斩拌型),食品添加剂-->食品添加剂,青岛德慧海洋生物科技有限公司 ,平度市天然香食品店 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,复配型增稠剂食品添加剂,食品添加剂-->食品添加剂,滕州市通达海藻工程技术有限责任公司 ,平度市天然香食品店 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,春宇食品添加剂食品用香精,食品添加剂-->食品添加剂,日照市大厨三宝餐饮配料有限公司 ,博兴县博昌街道办事处金龙调味品店 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,罗拔臣明胶,食品添加剂-->食品添加剂,联合利华（中国）有限公司从化分公司 ,芝罘区飞鹏百货商行 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,透骨增香剂-AA（拌合型粉末）,食品添加剂-->食品添加剂,青岛瑞香源食品有限公司 ,芝罘区思会调料商行 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,明胶片（食品添加剂）,食品添加剂-->食品添加剂,河北豪东生物科技有限公司 ,烟台茂鑫食品有限公司 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,骨髓浸膏（鸡味）,食品添加剂-->食品添加剂,青岛圣菲莱食品配料有限公司 ,菏泽成功化工有限公司 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,嫩肉王（拌和型粉末）,食品添加剂-->食品添加剂,青岛香海盛食品配料有限公司 ,夏津县强强食品添加剂销售部 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,复配酸度调节剂(食用纯碱),食品添加剂-->食品添加剂,青岛灵鸟食品有限公司 ,鱼台县佳客多购物广场有限公司 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,食用碱（食品添加剂复配酸度调节剂）,食品添加剂-->食品添加剂,青岛威力食用化工有限公司 ,宁阳县康华商城 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,食品添加剂复配酸度调节剂,食品添加剂-->食品添加剂,济南宝硕食品科技有限公司 ,青岛佳爱家商贸有限公司 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,复配膨松剂（香甜泡打粉）,食品添加剂-->食品添加剂,桂林可胜食品有限公司 ,莒南县溯扬百货批发部 ,2021-06-04,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-04,
食品伙伴网,,花生油香精,食品添加剂-->食品添加剂,泰州盛康生物科技有限公司 ,兰陵县保红综合商行 ,2021-06-04,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-04,
食品伙伴网,,明胶片（食品添加剂）,食品添加剂-->食品添加剂,河北豪东生物科技有限公司 ,临沂商城益百家智能便利店 ,2021-06-04,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-04,
食品伙伴网,,明胶片（食品添加剂）,食品添加剂-->食品添加剂,河北豪东生物科技有限公司 ,浙嘉行（山东）商贸有限公司 ,2021-06-04,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-04,
食品伙伴网,,食品用香精,食品添加剂-->食品添加剂,日照市大厨三宝餐饮配料有限公司 ,威海疆峰食品有限公司 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,牛肉香精,食品添加剂-->食品添加剂,青岛金百合调味香料有限公司 ,临淄区辛店大胡干货水产调味店 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,驴味增香膏(膏体状),食品添加剂-->食品添加剂,青岛金百合调味香料有限公司 ,临淄区辛店大胡干货水产调味店 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,食用小苏打（复配酸度调节剂）,食品添加剂-->食品添加剂,青岛建航味精有限公司 ,青岛润泰事业有限公司烟台分公司 ,2021-06-15,,,,,,,合格,国内监督抽查(山东市场监管局),2021-06-15,
食品伙伴网,,黄原胶,食品添加剂-->食品添加剂,鄂尔多斯市中轩生化股份有限公司 ,南京同建食品科技有限公司 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,黄原胶-食品添加剂,食品添加剂-->食品添加剂,鄂尔多斯市中轩生化股份有限公司 ,梁溪区坤清食品商行 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,一水柠檬酸（99.5%≤含量≤100.5%）,食品添加剂-->食品添加剂,中粮生化能源（榆树）有限公司 ,南京同建食品科技有限公司 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,碳酸钠（食用碱）,食品添加剂-->食品添加剂,连云港碱业有限公司 ,南京同建食品科技有限公司 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,食品添加剂5’-呈味核苷酸二钠（又名呈味核苷酸二钠）,食品添加剂-->食品添加剂,希杰（聊城）生物科技有限公司 ,扬州绿都化工食用品有限责任公司 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,一水柠檬酸,食品添加剂-->食品添加剂,潍坊英轩实业有限公司 ,南京万邦食品原料中心 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,D-异抗坏血酸钠,食品添加剂-->食品添加剂,江西省德兴市百勤异VC钠有限公司 ,扬州绿都化工食用品有限责任公司 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,食品添加剂5’-呈味核苷酸二钠（又名呈味核苷酸二钠）,食品添加剂-->食品添加剂,希杰（聊城）生物科技有限公司 ,南京市六合区志高食品经营部 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,食品添加剂碳酸氢钠（小苏打）,食品添加剂-->食品添加剂,桐柏海晶碱业有限责任公司 ,南京市建邺区姜东亮食品添加剂经营部 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,食品添加剂卫星牌糖精钠,食品添加剂-->食品添加剂,天津北方食品有限公司 ,南京市建邺区姜东亮食品添加剂经营部 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,甜蜜素,食品添加剂-->食品添加剂,天津维多科技发展有限公司 ,南京市建邺区姜东亮食品添加剂经营部 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,红曲红,食品添加剂-->食品添加剂,广东天益生物科技有限公司 ,梁溪区坤清食品商行 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,D-异抗坏血酸钠,食品添加剂-->食品添加剂,江西省德兴市百勤异VC钠有限公司 ,梁溪区坤清食品商行 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,甜蜜素,食品添加剂-->食品添加剂,方大添加剂（阳泉）有限公司 ,梁溪区坤清食品商行 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,碳酸钠（食用碱）,食品添加剂-->食品添加剂,连云港碱业有限公司 ,梁溪区坤清食品商行 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,麦芽糊精,食品添加剂-->食品添加剂,秦皇岛骊骅淀粉股份有限公司 ,南京同建食品科技有限公司 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,食品添加剂5’-呈味核苷酸二钠（又名呈味核苷酸二钠）,食品添加剂-->食品添加剂,希杰（聊城）生物科技有限公司 ,崇安区长顺副食品商行 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,食品添加剂复配膨松剂,食品添加剂-->食品添加剂,上海早苗食品有限公司 ,南京维利康食品有限公司 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,柠檬酸钠（99.0％≤含量≤100.5％）,食品添加剂-->食品添加剂,马鞍山中粮生物化学有限公司 ,南京克莉丝汀食品有限公司 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,双效泡打粉复配膨松剂,食品添加剂-->食品添加剂,安琪酵母股份有限公司 ,润州区胡可食品经营部 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,一水柠檬酸,食品添加剂-->食品添加剂,中粮生化能源（榆树）有限公司 ,南京同建食品科技有限公司 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,红曲红,食品添加剂-->食品添加剂,广东科隆生物科技有限公司 ,淮安市清河区传喜调味品经营部 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,乐豆豆腐王,食品添加剂-->食品添加剂,安徽省兴宙医药食品有限公司 ,常州市凌家塘田丰食品添加剂经营部 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,方大甜蜜素（甜味剂）,食品添加剂-->食品添加剂,方大添加剂（阳泉）有限公司 ,常州市凌家塘田丰食品添加剂经营部 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,乙基麦芽酚,食品添加剂-->食品添加剂,上海爱普食品工业有限公司分公司 ,扬州四季青科技开发有限公司 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,乙酰磺胺酸钾（安赛蜜）,食品添加剂-->食品添加剂,安徽维多食品配料有限公司 ,扬州四季青科技开发有限公司 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,食品添加剂5’-呈味核苷酸二钠（又名呈味核苷酸二钠）,食品添加剂-->食品添加剂,希杰（聊城）生物科技有限公司 ,扬州四季青科技开发有限公司 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,黄原胶,食品添加剂-->食品添加剂,鄂尔多斯市中轩生化股份有限公司 ,梁溪区国小豪食品商行 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,食品添加剂丙酸钙,食品添加剂-->食品添加剂,南通奥凯生物技术开发有限公司 ,梁溪区国小豪食品商行 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,方大甜蜜素,食品添加剂-->食品添加剂,方大添加剂（阳泉）有限公司 ,常州市凌家塘海云食品添加剂经营部 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,食品添加剂豆腐王葡萄糖酸-δ-内酯,食品添加剂-->食品添加剂,江苏环宇康力科技有限公司 ,南京同建食品科技有限公司 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,乙基麦芽酚香精（肉香型）,食品添加剂-->食品添加剂,厦门市顶味兴业香料发展有限公司 ,淮安市清河区传喜调味品经营部 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,豆洛洛豆腐王,食品添加剂-->食品添加剂,江西新黄海食品有限公司 ,常州市凌家塘田丰食品添加剂经营部 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
食品伙伴网,,爱普牌焦糖色,食品添加剂-->食品添加剂,山东爱普食品工业有限公司 ,淮安市清河区传喜调味品经营部 ,2021-06-30,,,,,,,合格,国内监督抽查(江苏市场监管局),2021-06-30,/
